Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire ,Current Status Date,Status,Region,Graduation Date,Graduate Team Location
Bijou,2BB22,Female,LR,B,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,8/13/2022,Puppy Raising,Southern CT Puppy Raising region,,
Bernie,3BB22,Male,LR,Y,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,7/9/2022,Puppy Raising,Capital NY Puppy Raising Region,,
Brandt,4BB22,Male,LR,B,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,7/8/2022,Puppy Raising,Monroe NY Puppy Raising Region,,
Belgium,11BB22,Female,LR,Y,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,7/30/2022,Puppy Raising,Erie NY Puppy Raising Region,,
Beacon,10BB22,Male,LR,Y,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,7/17/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Baxter,5BB22,Male,LR,B,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,7/30/2022,Puppy Raising,Monroe NY Puppy Raising Region,,
Bankie,8BB22,Male,LR,B,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,7/7/2022,Puppy Raising,Central NY Puppy Raising Region,,
Broadway,9BB22,Female,LR,Y,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,7/31/2022,Puppy Raising,New Hampshire Puppy Raising Region,,
Bevy (Bridget),7BB22,Female,LR,B,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,7/6/2022,Released,,,
Bryna,6BB22,Female,LR,Y,5/11/2022,Dana - 5D419 - LRBF,Rider - 3R15 - LRBM,7/7/2022,Puppy Raising,Monroe NY Puppy Raising Region,,
Angus,1AA22,Male,LR,B,5/1/2022,Vanna - 4V318 - LRYF,Elton - 4EE20 - LRBM,6/28/2022,Puppy Raising,Eastern CT Puppy Raising Region,,
Ambie,2AA22,Female,LR,Y,5/1/2022,Vanna - 4V318 - LRYF,Elton - 4EE20 - LRBM,7/17/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Ada,3AA22,Female,LR,Y,5/1/2022,Vanna - 4V318 - LRYF,Elton - 4EE20 - LRBM,7/30/2022,Puppy Raising,Monroe NY Puppy Raising Region,,
Aladdin,4AA22,Male,LR,Y,5/1/2022,Vanna - 4V318 - LRYF,Elton - 4EE20 - LRBM,6/25/2022,Puppy Raising,Adirondack Puppy Raising Region,,
Avril,5AA22,Female,LR,B,5/1/2022,Vanna - 4V318 - LRYF,Elton - 4EE20 - LRBM,7/21/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Arthur,6AA22,Male,LR,Y,5/1/2022,Vanna - 4V318 - LRYF,Elton - 4EE20 - LRBM,6/24/2022,Released,,,
Albert,7AA22,Male,LR,Y,5/1/2022,Vanna - 4V318 - LRYF,Elton - 4EE20 - LRBM,6/24/2022,Released,,,
Pierre SSD,5N01266,Male,LR,B,4/15/2022,Dakota - S - 4D417 - LRBF *NOP*,Quincy SSD Shiloh II PADS - QUINCY SSD - LRBM,6/23/2022,Other School,,,
Harrison SSD,3N01266,Male,LR,B,4/15/2022,Dakota - S - 4D417 - LRBF *NOP*,Quincy SSD Shiloh II PADS - QUINCY SSD - LRBM,6/23/2022,Other School,,,
Bismark SSD,1N01266,Male,LR,Y,4/15/2022,Dakota - S - 4D417 - LRBF *NOP*,Quincy SSD Shiloh II PADS - QUINCY SSD - LRBM,6/23/2022,Other School,,,
Tioga SSD,8N01266,Female,LR,B,4/15/2022,Dakota - S - 4D417 - LRBF *NOP*,Quincy SSD Shiloh II PADS - QUINCY SSD - LRBM,6/23/2022,Other School,,,
Minot SSD,4N01266,Female,LR,Y,4/15/2022,Dakota - S - 4D417 - LRBF *NOP*,Quincy SSD Shiloh II PADS - QUINCY SSD - LRBM,6/23/2022,Other School,,,
Spruce SSD,7N01266,Female,LR,Y,4/15/2022,Dakota - S - 4D417 - LRBF *NOP*,Quincy SSD Shiloh II PADS - QUINCY SSD - LRBM,6/23/2022,Other School,,,
Silver SSD,6N01266,Male,LR,B,4/15/2022,Dakota - S - 4D417 - LRBF *NOP*,QUINCY SSD - LRBM,6/23/2022,Other School,,,
Carson SSD,2N01266,Male,LR,B,4/15/2022,Dakota - S - 4D417 - LRBF *NOP*,Quincy SSD Shiloh II PADS - QUINCY SSD - LRBM,6/23/2022,Other School,,,
Yeti,1Y22,Female,LR,Y,4/13/2022,Janet - 2J20 - LRYF,Garcia - 4G16 - LRYM,6/8/2022,Puppy Raising,Columbus Puppy Raising Region,,
Yolanda,3Y22,Female,LR,Y,4/13/2022,Janet - 2J20 - LRYF,Garcia - 4G16 - LRYM,7/15/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Yaeger,4Y22,Male,LR,Y,4/13/2022,Janet - 2J20 - LRYF,Garcia - 4G16 - LRYM,6/28/2022,Puppy Raising,Central CT Puppy Raising Region,,
Yoyo,5Y22,Female,LR,Y,4/13/2022,Janet - 2J20 - LRYF,Garcia - 4G16 - LRYM,6/9/2022,Puppy Raising,Rhode Island Puppy Raising Region,,
Yogi,2Y22,Male,LR,Y,4/13/2022,Janet - 2J20 - LRYF,Garcia - 4G16 - LRYM,6/9/2022,Puppy Raising,Columbus Puppy Raising Region,,
Yvonne,6Y22,Female,LR,Y,4/13/2022,Janet - 2J20 - LRYF,Garcia - 4G16 - LRYM,8/3/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Yvetta (Etta),7Y22,Female,LR,Y,4/13/2022,Janet - 2J20 - LRYF,Garcia - 4G16 - LRYM,6/8/2022,Released,,,
Wade,2W22,Male,LR,B,4/11/2022,Debbie - 6D319 - LRYF,Dasher - 6D418 - LRBM,7/17/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Watson,3W22,Male,LR,B,4/11/2022,Debbie - 6D319 - LRYF,Dasher - 6D418 - LRBM,7/9/2022,Puppy Raising,Adirondack Puppy Raising Region,,
Walter (Toby),4W22,Male,LR,B,4/11/2022,Debbie - 6D319 - LRYF,Dasher - 6D418 - LRBM,6/6/2022,Released,,,
Watkins,6W22,Male,LR,B,4/11/2022,Debbie - 6D319 - LRYF,Dasher - 6D418 - LRBM,7/16/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Winette,9W22,Female,LR,B,4/11/2022,Debbie - 6D319 - LRYF,Dasher - 6D418 - LRBM,6/12/2022,Puppy Raising,Dominion Puppy Raising Region,,
Wes,7W22,Male,LR,B,4/11/2022,Debbie - 6D319 - LRYF,Dasher - 6D418 - LRBM,6/6/2022,Released,,,
Waffle,1W22,Female,LR,B,4/11/2022,Debbie - 6D319 - LRYF,Dasher - 6D418 - LRBM,7/24/2022,Puppy Raising,Eastern CT Puppy Raising Region,,
Vega (Cerbie),1V22,Female,LR,B,4/4/2022,Okemo - 7OO19 - LRBF,Bosley - 1B418 - LRBM,5/31/2022,Released,,,
Verona,2V22,Female,LR,B,4/4/2022,Okemo - 7OO19 - LRBF,Bosley - 1B418 - LRBM,6/14/2022,Puppy Raising,North Carolina Puppy Raising Region,,
Vida,3V22,Female,LR,B,4/4/2022,Okemo - 7OO19 - LRBF,Bosley - 1B418 - LRBM,6/25/2022,Puppy Raising,Adirondack Puppy Raising Region,,
Vespa,5V22,Female,LR,Y,4/4/2022,Okemo - 7OO19 - LRBF,Bosley - 1B418 - LRBM,6/8/2022,Puppy Raising,Catoctin Puppy Raising Region,,
Sean,6V22,Male,LR,B,4/4/2022,Okemo - 7OO19 - LRBF,Bosley - 1B418 - LRBM,6/30/2022,Puppy Raising,Monroe NY Puppy Raising Region,,
Verna (Madsen),9V22,Female,LR,Y,4/4/2022,Okemo - 7OO19 - LRBF,Bosley - 1B418 - LRBM,6/7/2022,Other School,,,
Tux,1T22,Male,LR,B,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,7/7/2022,Puppy Raising,Montgomery Puppy Raising Region,,
Ten,2T22,Male,LR,Y,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,7/2/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Tootsie,4T22,Female,LR,B,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,6/10/2022,Puppy Raising,Northern NJ Puppy Raising Region,,
Trilla (Dakota),5T22,Female,LR,B,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,5/26/2022,Released,,,
Tarzan,6T22,Male,LR,B,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,5/26/2022,Released,,,
Tahiti,7T22,Female,LR,B,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,6/24/2022,Puppy Raising,Cleveland East Puppy Raising Region,,
Trinket,8T22,Female,LR,B,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,5/27/2022,Released,,,
Tank,10T22,Male,LR,B,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,6/23/2022,Puppy Raising,Southern CT Puppy Raising region,,
Tangee (Tessa),9T22,Female,LR,B,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,7/19/2022,Released,,,
Treasure,11T22,Female,LR,B,4/2/2022,Felicia - 5F20 - LRBF,Dover - 3D19 - LRBM,6/12/2022,Puppy Raising,Dominion Puppy Raising Region,,
Sierra,1S22,Female,LR,B,3/26/2022,Terri - 3T18 - LRBF,Midnight - 4M19 - LRBM,5/19/2022,Released,,,
Sandra,2S22,Female,LR,B,3/26/2022,Terri - 3T18 - LRBF,Midnight - 4M19 - LRBM,7/17/2022,Puppy Raising,Columbus Puppy Raising Region,,
Sonic,6S22,Male,LR,B,3/26/2022,Terri - 3T18 - LRBF,Midnight - 4M19 - LRBM,6/8/2022,Puppy Raising,Montgomery Puppy Raising Region,,
Sherman,3S22,Male,LR,B,3/26/2022,Terri - 3T18 - LRBF,Midnight - 4M19 - LRBM,6/14/2022,Puppy Raising,North Carolina Puppy Raising Region,,
Suzanne,4S22,Female,LR,B,3/26/2022,Terri - 3T18 - LRBF,Midnight - 4M19 - LRBM,6/8/2022,Puppy Raising,Cleveland East Puppy Raising Region,,
Stitch,5S22,Male,LR,B,3/26/2022,Terri - 3T18 - LRBF,Midnight - 4M19 - LRBM,6/8/2022,Puppy Raising,Leatherstocking NY Puppy Raising Region,,
Renegade,2R22,Female,GS,B&T,3/21/2022,Xena - 2X20 - GSB&TF,Hobie - 1HH20 - GSB&TM,5/18/2022,Puppy Raising,Central NY Puppy Raising Region,,
Royal,5R22,Female,GS,B&T,3/21/2022,Xena - 2X20 - GSB&TF,Hobie - 1HH20 - GSB&TM,6/6/2022,Released,,,
Rookie,3R22,Male,GS,B,3/21/2022,Xena - 2X20 - GSB&TF,Hobie - 1HH20 - GSB&TM,5/16/2022,Puppy Raising,Dutchess NY Puppy Raising Region,,
Rogue,4R22,Female,GS,B&T,3/21/2022,Xena - 2X20 - GSB&TF,Hobie - 1HH20 - GSB&TM,5/18/2022,Puppy Raising,Southern Tier NY Puppy Raising Region,,
Quebec (Daisy),4Q22,Female,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,5/12/2022,Released,,,
Quentin,6Q22,Male,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,5/12/2022,Released,,,
Carmen,7Q22,Female,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,5/18/2022,Puppy Raising,Columbus Puppy Raising Region,,
Quattro,9Q22,Male,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,5/18/2022,Puppy Raising,Wayne County Puppy Raising Region,,
Quill,5Q22,Female,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,6/14/2022,Puppy Raising,North Carolina Puppy Raising Region,,
Quidditch,8Q22,Male,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,6/6/2022,Puppy Raising,Bay Puppy Raising Region,,
Queso,10Q22,Male,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,6/8/2022,Puppy Raising,Leatherstocking NY Puppy Raising Region,,
Quigley,1Q22,Male,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,5/13/2022,Released,,,
Quantum,2Q22,Male,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,6/8/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Quaker,3Q22,Female,LR,B,3/18/2022,Helga - 6H319 - LRBF,Odin - 5OO19 - LRBM,6/22/2022,Released,,,
Phoenix,3P22,Female,LR,Y,3/17/2022,Tempest - 4TT18 - LRYF,Gomer - 4G319 - LRYM,5/18/2022,Puppy Raising,Southern Tier NY Puppy Raising Region,,
Pongo,4P22,Male,LR,Y,3/17/2022,Tempest - 4TT18 - LRYF,Gomer - 4G319 - LRYM,5/25/2022,Released,,,
Gait,2P22,Female,LR,Y,3/17/2022,Tempest - 4TT18 - LRYF,Gomer - 4G319 - LRYM,5/14/2022,Puppy Raising,Dominion Puppy Raising Region,,
Parsley,9P22,Female,LR,Y,3/17/2022,Tempest - 4TT18 - LRYF,Gomer - 4G319 - LRYM,5/16/2022,Released,,,
Pax,5P22,Male,LR,Y,3/17/2022,Tempest - 4TT18 - LRYF,Gomer - 4G319 - LRYM,5/18/2022,Puppy Raising,Erie NY Puppy Raising Region,,
Oak,2O22,Male,LR,B,3/12/2022,Piper - 1P318 - LRYF,Elrod - 6E319 - LRBM,5/18/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Orion,3O22,Female,LR,B,3/12/2022,Piper - 1P318 - LRYF,Elrod - 6E319 - LRBM,6/22/2022,Released,,,
Opus,4O22,Male,LR,B,3/12/2022,Piper - 1P318 - LRYF,Elrod - 6E319 - LRBM,6/8/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Orlando (Finn),6O22,Male,LR,B,3/12/2022,Piper - 1P318 - LRYF,Elrod - 6E319 - LRBM,5/6/2022,Released,,,
O'Hara,5O22,Female,LR,B,3/12/2022,Piper - 1P318 - LRYF,Elrod - 6E319 - LRBM,6/12/2022,Puppy Raising,Montgomery Puppy Raising Region,,
Ophelia,1O22,Female,LR,B,3/12/2022,Piper - 1P318 - LRYF,Elrod - 6E319 - LRBM,5/21/2022,Puppy Raising,Southwestern VT Puppy Raising Region,,
Newton,8N22,Male,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,6/21/2022,Puppy Raising,Southern CT Puppy Raising region,,
Nomad,9N22,Male,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,5/14/2022,Puppy Raising,Dominion Puppy Raising Region,,
Nashville,10N22,Male,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,5/14/2022,Puppy Raising,Cleveland West Puppy Raising Region,,
Richie,1N22,Male,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,6/8/2022,Puppy Raising,Columbus Puppy Raising Region,,
Neala (Bailey),2N22,Female,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,5/5/2022,Released,,,
Nigel,3N22,Male,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,6/6/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Nutella,4N22,Male,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,5/4/2022,Released,,,
Nexus,5N22,Female,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,5/14/2022,Other School,,,
Russell,6N22,Male,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,5/14/2022,Puppy Raising,Richmond Puppy Raising Region,,
Navy,7N22,Male,LR,Y,3/10/2022,Emblem - 6EE19 - LRYF,Everett - 1E419 - LRYM,6/8/2022,Puppy Raising,Cleveland East Puppy Raising Region,,
Mocha,3M22,Female,LR,B,2/27/2022,Cora - 4C19 - LRBF,Gomer - 4G319 - LRYM,4/22/2022,Released,,,
Matthew,4M22,Male,LR,B,2/27/2022,Cora - 4C19 - LRBF,Gomer - 4G319 - LRYM,5/1/2022,Puppy Raising,Columbus Puppy Raising Region,,
Max,2M22,Female,LR,B,2/27/2022,Cora - 4C19 - LRBF,Gomer - 4G319 - LRYM,5/16/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Lila,3L22,Female,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,5/2/2022,Released,,,
Lisa,6L22,Female,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,6/8/2022,Other School,,,
Loyal,4L22,Female,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,5/2/2022,Released,,,
Lumos,5L22,Female,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,5/14/2022,Puppy Raising,Richmond Puppy Raising Region,,
Licorice,7L22,Female,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,5/16/2022,Puppy Raising,Maine Puppy Raising Region,,
Lucille,8L22,Female,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,6/14/2022,Puppy Raising,North Carolina Puppy Raising Region,,
Laura,9L22,Female,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,5/14/2022,Other School,,,
Lazz,10L22,Male,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,5/14/2022,Puppy Raising,Richmond Puppy Raising Region,,
Leslie,11L22,Female,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,6/8/2022,Other School,,,
Livy,1L22,Female,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,5/14/2022,Puppy Raising,Richmond Puppy Raising Region,,
Lupin,2L22,Male,LR,B,2/26/2022,Caprice - 8C318 - LRBF,Felix TSE - FELIX - LRBM *NOP*,5/8/2022,Puppy Raising,Capital NY Puppy Raising Region,,
Kirk,10K22,Male,LR,B,2/25/2022,Hetty - 10HH18 - LRYF,Baron - 4B20 - LRBM,5/14/2022,Puppy Raising,Bay Puppy Raising Region,,
Kismet,6K22,Female,LR,B,2/25/2022,Hetty - 10HH18 - LRYF,Baron - 4B20 - LRBM,4/24/2022,Puppy Raising,Dominion Puppy Raising Region,,
Kokomo,7K22,Female,LR,Y,2/25/2022,Hetty - 10HH18 - LRYF,Baron - 4B20 - LRBM,4/21/2022,Released,,,
Kansas (Rosie),8K22,Female,LR,Y,2/25/2022,Hetty - 10HH18 - LRYF,Baron - 4B20 - LRBM,4/21/2022,Released,,,
Kendall,1K22,Female,LR,Y,2/25/2022,Hetty - 10HH18 - LRYF,Baron - 4B20 - LRBM,4/23/2022,Puppy Raising,Adirondack Puppy Raising Region,,
Keanu,2K22,Male,LR,B,2/25/2022,Hetty - 10HH18 - LRYF,Baron - 4B20 - LRBM,4/20/2022,Released,,,
Klondike,3K22,Male,LR,Y,2/25/2022,Hetty - 10HH18 - LRYF,Baron - 4B20 - LRBM,4/23/2022,Puppy Raising,Central NY Puppy Raising Region,,
Kathy,4K22,Female,LR,Y,2/25/2022,Hetty - 10HH18 - LRYF,Baron - 4B20 - LRBM,6/7/2022,Other School,,,
Kay,5K22,Female,LR,Y,2/25/2022,Hetty - 10HH18 - LRYF,Baron - 4B20 - LRBM,4/23/2022,Puppy Raising,Delmarva Puppy Raising Region,,
Jimi,1J22,Male,LR,B,2/21/2022,Oriana - 2O317 - LRYF,Darren - 4D20 - LRBM,5/8/2022,Puppy Raising,Capital NY Puppy Raising Region,,
Jordan (Alfie),2J22,Male,LR,B,2/21/2022,Oriana - 2O317 - LRYF,Darren - 4D20 - LRBM,4/18/2022,Released,,,
Jeremy,3J22,Male,LR,B,2/21/2022,Oriana - 2O317 - LRYF,Darren - 4D20 - LRBM,5/14/2022,Puppy Raising,Bay Puppy Raising Region,,
Jeanette,4J22,Female,LR,B,2/21/2022,Oriana - 2O317 - LRYF,Darren - 4D20 - LRBM,5/18/2022,Puppy Raising,Southern Tier NY Puppy Raising Region,,
,,,,,,,,,,,,
Jada,5J22,Female,LR,B,2/21/2022,Oriana - 2O317 - LRYF,Darren - 4D20 - LRBM,5/10/2022,Puppy Raising,Leatherstocking NY Puppy Raising Region,,
Jamie,6J22,Male,LR,B,2/21/2022,Oriana - 2O317 - LRYF,Darren - 4D20 - LRBM,5/18/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Jeeper,8J22,Male,LR,B,2/21/2022,Oriana - 2O317 - LRYF,Darren - 4D20 - LRBM,5/4/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Joshua (Cheecho),7J22,Male,LR,B,2/21/2022,Oriana - 2O317 - LRYF,Darren - 4D20 - LRBM,4/19/2022,Released,,,
Howie (Duke),9H22,Male,LR,B,2/7/2022,Dee - 5D19 - LRBF,Clay - 5C319 - LRYM,4/8/2022,Released,,,
Italy,3I22,Female,LR,B,2/7/2022,Loretta - 2L20 - LRYF,Felix TSE - FELIX - LRBM *NOP*,4/20/2022,Other School,,,
Irby,4I22,Male,LR,Y,2/7/2022,Loretta - 2L20 - LRYF,Felix TSE - FELIX - LRBM *NOP*,6/4/2022,Puppy Raising,Dutchess NY Puppy Raising Region,,
Intrigue,6I22,Female,LR,Y,2/7/2022,Loretta - 2L20 - LRYF,Felix TSE - FELIX - LRBM *NOP*,4/4/2022,Released,,,
Isla,7I22,Female,LR,Y,2/7/2022,Loretta - 2L20 - LRYF,Felix TSE - FELIX - LRBM *NOP*,4/10/2022,Puppy Raising,Columbus Puppy Raising Region,,
Inez,8I22,Female,LR,B,2/7/2022,Loretta - 2L20 - LRYF,Felix TSE - FELIX - LRBM *NOP*,4/30/2022,Puppy Raising,Dutchess NY Puppy Raising Region,,
Ink,9I22,Male,LR,B,2/7/2022,Loretta - 2L20 - LRYF,Felix TSE - FELIX - LRBM *NOP*,4/20/2022,Other School,,,
Hero,1H22,Male,LR,B,2/7/2022,Dee - 5D19 - LRBF,Clay - 5C319 - LRYM,5/2/2022,Released,,,
Harley,3H22,Female,LR,B,2/7/2022,Dee - 5D19 - LRBF,Clay - 5C319 - LRYM,4/17/2022,Puppy Raising,SWCT Puppy Raising Region,,
Harlan (Cooper),5H22,Male,LR,Y,2/7/2022,Dee - 5D19 - LRBF,Clay - 5C319 - LRYM,4/8/2022,Released,,,
Haiku,4H22,Female,LR,B,2/7/2022,Dee - 5D19 - LRBF,Clay - 5C319 - LRYM,4/10/2022,Puppy Raising,Erie NY Puppy Raising Region,,
Hope,6H22,Female,LR,B,2/7/2022,Dee - 5D19 - LRBF,Clay - 5C319 - LRYM,4/12/2022,Puppy Raising,Capital NY Puppy Raising Region,,
Hugo,7H22,Male,LR,B,2/7/2022,Dee - 5D19 - LRBF,Clay - 5C319 - LRYM,5/17/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Hoover,8H22,Male,LR,B,2/7/2022,Dee - 5D19 - LRBF,Clay - 5C319 - LRYM,5/5/2022,Puppy Raising,Eastern CT Puppy Raising Region,,
Giada,3G22,Female,LR,B,2/6/2022,Eloise - 5E319 - LRBF,Odin - 5OO19 - LRBM,5/18/2022,Puppy Raising,Monroe NY Puppy Raising Region,,
Gage,4G22,Male,LR,B,2/6/2022,Eloise - 5E319 - LRBF,Odin - 5OO19 - LRBM,5/14/2022,Puppy Raising,Cleveland West Puppy Raising Region,,
Greta,2G22,Female,LR,B,2/6/2022,Eloise - 5E319 - LRBF,Odin - 5OO19 - LRBM,4/7/2022,Puppy Raising,Dutchess NY Puppy Raising Region,,
Georgette,5G22,Female,LR,B,2/6/2022,Eloise - 5E319 - LRBF,Odin - 5OO19 - LRBM,4/28/2022,Puppy Raising,Montgomery Puppy Raising Region,,
Frisco,2F22,Male,LR,Y,1/31/2022,Venti - 6V315 - LRBF,Gomer - 4G319 - LRYM,4/1/2022,Released,,,
Darwin,1D22,Male,LR,B,1/16/2022,Patrice - 6P319 - LRBF,Felix TSE - FELIX - LRBM *NOP*,3/11/2022,Released,,,
Dottie,2D22,Female,LR,B,1/16/2022,Patrice - 6P319 - LRBF,Felix TSE - FELIX - LRBM *NOP*,3/16/2022,Puppy Raising,Cattaraugus Puppy Raising Region,,
Destiny,6D22,Female,LR,B,1/16/2022,Patrice - 6P319 - LRBF,Felix TSE - FELIX - LRBM *NOP*,3/11/2022,Released,,,
Dempsey (Dustin),3D22,Male,LR,B,1/16/2022,Patrice - 6P319 - LRBF,Felix TSE - FELIX - LRBM *NOP*,4/12/2022,Other School,,,
Dewey,4D22,Male,LR,Y,1/16/2022,Patrice - 6P319 - LRBF,Felix TSE - FELIX - LRBM *NOP*,4/19/2022,Puppy Raising,Prince William Puppy Raising Region,,
Dozer,7D22,Male,LR,B,1/16/2022,Patrice - 6P319 - LRBF,Felix TSE - FELIX - LRBM *NOP*,4/23/2022,Other School,,,
Dooley,5D22,Male,LR,B,1/16/2022,Patrice - 6P319 - LRBF,Felix TSE - FELIX - LRBM *NOP*,4/23/2022,Puppy Raising,Cleveland East Puppy Raising Region,,
Dex,8D22,Male,LR,B,1/16/2022,Patrice - 6P319 - LRBF,Felix TSE - FELIX - LRBM *NOP*,4/12/2022,Other School,,,
Eddie,4E+22,Male,LR,B,1/16/2022,Orly - 7O14 - LRBF,Elrod - 6E319 - LRBM,4/22/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Emil,3E+22,Male,LR,B,1/16/2022,Orly - 7O14 - LRBF,Elrod - 6E319 - LRBM,4/9/2022,Puppy Raising,New Hampshire Puppy Raising Region,,
Cara,1C22,Female,LR,Y,1/8/2022,Buttons - 4B19 - LRYF,Elton - 4EE20 - LRBM,7/18/2022,Released,Northern NJ Puppy Raising Region,,
Cody,2C22,Male,LR,B,1/8/2022,Buttons - 4B19 - LRYF,Elton - 4EE20 - LRBM,3/17/2022,Released,,,
Candy (Star),3C22,Female,LR,B,1/8/2022,Buttons - 4B19 - LRYF,Elton - 4EE20 - LRBM,4/4/2022,Other School,,,
Cassidy,4C22,Female,LR,Y,1/8/2022,Buttons - 4B19 - LRYF,Elton - 4EE20 - LRBM,3/8/2022,Released,,,
Brody,5C22,Male,LR,B,1/8/2022,Buttons - 4B19 - LRYF,Elton - 4EE20 - LRBM,4/10/2022,Puppy Raising,Capital NY Puppy Raising Region,,
Carly,8C22,Female,LR,Y,1/8/2022,Buttons - 4B19 - LRYF,Elton - 4EE20 - LRBM,4/9/2022,Puppy Raising,New Hampshire Puppy Raising Region,,
Blaze,1B22,Female,LR,Y,1/6/2022,Guava - 2G317 - LRYF,Wiggins - 8WW19 - LRBM,3/20/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Blossom,7B22,Female,LR,B,1/6/2022,Guava - 2G317 - LRYF,Wiggins - 8WW19 - LRBM,4/4/2022,Puppy Raising,Catoctin Puppy Raising Region,,
Bay (Lucy),2B22,Female,LR,B,1/6/2022,Guava - 2G317 - LRYF,Wiggins - 8WW19 - LRBM,3/2/2022,Released,,,
