,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire,Current Status Date,Status,Pass_Fail
1230,Coach,4C20,Male,LR,Y,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2022-06-18,Graduated,True
1231,Chloe,3C20,Female,LR,Y,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2020-03-04,Released,False
1232,Cici,5C20,Female,LR,Y,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2021-05-11,Released,False
1233,Clint,7C20,Male,LR,B,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2022-05-03,Released,False
1234,Clara,8C20,Female,LR,B,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2022-03-23,Released,False
1235,Bocci,1B20,Male,LR,Y,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2022-03-16,Released,False
1236,Branson,2B20,Male,LR,B,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2020-03-04,Released,False
1239,Brittany,7B20,Female,LR,Y,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2020-03-03,Released,False
1240,Bramble,8B20,Male,LR,Y,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2022-02-22,Released,False
1242,Barney,10B20,Male,LR,Y,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2021-05-27,Released,False
1243,Amos (Noche),1A20,Male,LR,B,2020-01-06,Wanda - S - 2WW15 - LRBF,Joe - 4JJ13 - LRBM,2020-03-04,Released,False
1244,Andy,2A20,Male,LR,B,2020-01-06,Wanda - S - 2WW15 - LRBF,Joe - 4JJ13 - LRBM,2022-06-13,Released,False
1245,Lolly,7L419,Female,LR,B,2019-12-29,Bette - 4BB15 - LRBF,Tito - 2T18 - LRBM,2022-05-21,Graduated,True
1246,Louis (Finn),1L419,Male,LR,B,2019-12-29,Bette - 4BB15 - LRBF,Tito - 2T18 - LRBM,2020-03-02,Released,False
1247,Lucia,2L419,Female,LR,B,2019-12-29,Bette - 4BB15 - LRBF,Tito - 2T18 - LRBM,2021-12-14,Released,False
1248,Lisa,3L419,Female,LR,B,2019-12-29,Bette - 4BB15 - LRBF,Tito - 2T18 - LRBM,2020-02-21,Released,False
1249,Larry,4L419,Male,LR,B,2019-12-29,Bette - 4BB15 - LRBF,Tito - 2T18 - LRBM,2022-01-11,Released,False
1250,Lydia,5L419,Female,LR,B,2019-12-29,Bette - 4BB15 - LRBF,Tito - 2T18 - LRBM,2021-07-23,Released,False
1251,Logan,6L419,Male,LR,Y,2019-12-29,Bette - 4BB15 - LRBF,Tito - 2T18 - LRBM,2020-02-21,Released,False
1252,Kibby,2K419,Female,LR,Y,2019-12-26,Poem - 3P15 - LRYF,Oreo - 6O18 - LRBM,2021-02-25,Released,False
1253,Karma (Annie),5K419,Female,LR,Y,2019-12-26,Poem - 3P15 - LRYF,Oreo - 6O18 - LRBM,2021-11-03,Other School,True
1254,Kappa (Ziggy),7K419,Male,LR,B,2019-12-26,Poem - 3P15 - LRYF,Oreo - 6O18 - LRBM,2020-02-19,Released,False
1255,Keating,4K419,Male,LR,Y,2019-12-26,Poem - 3P15 - LRYF,Oreo - 6O18 - LRBM,2021-04-13,Released,False
1256,Kylie,1K419,Female,LR,B,2019-12-26,Poem - 3P15 - LRYF,Oreo - 6O18 - LRBM,2022-05-18,Released,False
1257,Kringle,3K419,Male,LR,Y,2019-12-26,Poem - 3P15 - LRYF,Oreo - 6O18 - LRBM,2021-07-27,Released,False
1258,Kanga,6K419,Female,LR,B,2019-12-26,Poem - 3P15 - LRYF,Oreo - 6O18 - LRBM,2022-04-09,Graduated,True
1259,Jolly,10J419,Female,LR,B,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2021-03-30,Released,False
1260,Jamie (Jasper),1J419,Male,LR,Y,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2022-01-08,Other School,True
1261,Jaguar,2J419,Male,LR,B,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2021-11-08,Released,False
1262,Jay,3J419,Male,LR,Y,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2021-11-17,Released,False
1263,Jeff,4J419,Male,LR,Y,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2021-12-01,Released,False
1264,Jingles (Shea),5J419,Female,LR,B,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2020-02-20,Released,False
1265,Judge,6J419,Male,LR,B,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2022-05-21,Graduated,True
1266,John (Bode),7J419,Male,LR,B,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2020-02-24,Released,False
1267,Jewel (Ellie),8J419,Female,LR,Y,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2020-02-11,Released,False
1268,Jordan (Finn),9J419,Male,LR,B,2019-12-15,Tessa - 7T13 - LRBF,Florian - S - 2F415 - LRYM,2020-02-11,Released,False
1269,Hawk,1H419,Male,LR,B,2019-12-11,Orchid - 6O417 - LRYF,Glenn - 2G416 - LRBM,2021-12-14,Released,False
1270,Holiday,2H419,Female,LR,Y,2019-12-11,Orchid - 6O417 - LRYF,Glenn - 2G416 - LRBM,2022-05-07,Graduated,True
1271,Horizon,3H419,Female,LR,Y,2019-12-11,Orchid - 6O417 - LRYF,Glenn - 2G416 - LRBM,2022-05-19,Released,False
1272,Humphrey,4H419,Male,LR,B,2019-12-11,Orchid - 6O417 - LRYF,Glenn - 2G416 - LRBM,2022-04-15,Released,False
1273,Hamilton (Kona 2033),5H419,Male,LR,Y,2019-12-11,Orchid - 6O417 - LRYF,Glenn - 2G416 - LRBM,2021-11-18,Other School,True
1274,Humor,6H419,Female,LR,Y,2019-12-11,Orchid - 6O417 - LRYF,Glenn - 2G416 - LRBM,2022-07-02,Graduated,True
1275,Humble (Buttercup),7H419,Female,LR,Y,2019-12-11,Orchid - 6O417 - LRYF,Glenn - 2G416 - LRBM,2020-01-31,Released,False
1276,Iggie,1I419,Male,LR,Y,2019-12-05,Bonita - P - 8B417 - LRYF,Octane - P - 5O416 - LRYM,2022-06-23,Released,False
1277,Ingrid,2I419,Female,LR,Y,2019-12-05,Bonita - P - 8B417 - LRYF,Octane - P - 5O416 - LRYM,2020-01-27,Released,False
1278,Inez (Ivy 2031),3I419,Female,LR,Y,2019-12-05,Bonita - P - 8B417 - LRYF,Octane - P - 5O416 - LRYM,2022-05-15,Other School,True
1279,Irving (George),4I419,Male,LR,Y,2019-12-05,Bonita - P - 8B417 - LRYF,Octane - P - 5O416 - LRYM,2020-10-23,Released,False
1281,Gray,3G419,Male,LR,B,2019-12-03,Sophia - S - 5S413 - LRYF,Chandler - 4C17 - LRBM,2022-05-11,Released,False
1282,George,1G419,Male,LR,B,2019-12-03,Sophia - S - 5S413 - LRYF,Chandler - 4C17 - LRBM,2021-11-20,Graduated,True
1283,Garland (Velma 2029),2G419,Female,LR,B,2019-12-03,Sophia - S - 5S413 - LRYF,Chandler - 4C17 - LRBM,2020-08-19,Other School,True
1284,Gino (Chance),4G419,Male,LR,B,2019-12-03,Sophia - S - 5S413 - LRYF,Chandler - 4C17 - LRBM,2022-05-11,Released,False
1285,Gelato,5G419,Female,LR,B,2019-12-03,Sophia - S - 5S413 - LRYF,Chandler - 4C17 - LRBM,2022-01-12,Released,False
1286,Geneva (Duchess 2030),6G419,Female,LR,B,2019-12-03,Sophia - S - 5S413 - LRYF,Chandler - 4C17 - LRBM,2021-11-18,Other School,True
1287,Finnegan,1F419,Male,LR,Y,2019-11-30,Mia GDB - 1X16 - LRYF,Herbie - 1H317 - LRBM,2021-11-08,Released,False
1288,Frosty,3F419,Male,LR,Y,2019-11-30,Mia GDB - 1X16 - LRYF,Herbie - 1H317 - LRBM,2022-02-22,Released,False
1289,Essex SSD,ESSEX SSD,Female,LR,B,2019-11-24,Dakota - S - 4D417 - LRBF *NOP*,Ryan - 9RR17 - LRYM,2022-08-16,Other School,True
1290,Bret SEGD,1N01264,Male,LR,B,2019-11-24,Dakota - S - 4D417 - LRBF *NOP*,Duke - 2DD17 - LRB&TM,2022-06-16,Other School,True
1291,Tico SSD,7N01264,Male,LR,B,2019-11-24,Dakota - S - 4D417 - LRBF *NOP*,Duke - 2DD17 - LRB&TM,2022-06-16,Other School,True
1292,Intrepid SSD,4N01264,Male,LR,B,2019-11-24,Dakota - S - 4D417 - LRBF *NOP*,Duke - 2DD17 - LRB&TM,2022-06-16,Other School,True
1293,Hornet SSD,3N01264,Female,LR,Y,2019-11-24,Dakota - S - 4D417 - LRBF *NOP*,Duke - 2DD17 - LRB&TM,2022-06-16,Other School,True
1294,Essex SSD,2N01264,Female,LR,B,2019-11-24,Dakota - S - 4D417 - LRBF *NOP*,Duke - 2DD17 - LRB&TM,2022-06-16,Other School,True
1295,Sandy SEGD,5N01264,Female,LR,Y,2019-11-24,Dakota - S - 4D417 - LRBF *NOP*,Duke - 2DD17 - LRB&TM,2022-06-16,Other School,True
1297,Einstein,2E419,Male,LR,Y,2019-11-22,Gucci - 2G316 - LRYF,Charlie - 10CC17 - LRYM,2022-02-26,Graduated,True
1298,Emma,3E419,Female,LR,Y,2019-11-22,Gucci - 2G316 - LRYF,Charlie - 10CC17 - LRYM,2020-01-13,Released,False
1299,Eduardo,4E419,Male,LR,Y,2019-11-22,Gucci - 2G316 - LRYF,Charlie - 10CC17 - LRYM,2022-04-15,Released,False
1300,Esther,5E419,Female,LR,Y,2019-11-22,Gucci - 2G316 - LRYF,Charlie - 10CC17 - LRYM,2020-09-01,Released,False
1301,Eclaire,6E419,Female,LR,Y,2019-11-22,Gucci - 2G316 - LRYF,Charlie - 10CC17 - LRYM,2020-01-13,Released,False
1302,Eileen (Nikita 2032),7E419,Female,LR,Y,2019-11-22,Gucci - 2G316 - LRYF,Charlie - 10CC17 - LRYM,2021-11-18,Other School,True
1303,Doc,1D419,Male,LR,Y,2019-11-21,Zula - S - 4A317 - LRYF,Carlos - 5C15 - LRBM,2021-04-14,Released,False
1305,Dodge,3D419,Male,LR,Y,2019-11-21,Zula - S - 4A317 - LRYF,Carlos - 5C15 - LRBM,2022-01-12,Released,False
1308,Diana,6D419,Female,LR,Y,2019-11-21,Zula - S - 4A317 - LRYF,Carlos - 5C15 - LRBM,2021-06-24,Released,False
1309,Disney,7D419,Male,LR,B&T,2019-11-21,Zula - S - 4A317 - LRYF,Carlos - 5C15 - LRBM,2022-03-26,Graduated,True
1310,Cannon,1C419,Male,LR,B,2019-11-13,Venti - 6V315 - LRBF,Higgins - 4H17 - LRBM,2022-07-22,Graduated,True
1311,Babs,4B419,Female,GS,B&T,2019-11-09,Comet - 4C315 - GSB&TF,Rowan - 7R17 - GSB&TM,2021-07-14,Released,False
1312,Bradley,3B419,Male,GS,B&T,2019-11-09,Comet - 4C315 - GSB&TF,Rowan - 7R17 - GSB&TM,2022-01-14,Released,False
1313,Bing,1B419,Male,GS,B&T,2019-11-09,Comet - 4C315 - GSB&TF,Rowan - 7R17 - GSB&TM,2021-12-22,Graduated,True
1314,Anya,5A419,Female,LR,B,2019-11-06,Auburn - 3A17 - LRYF,Tito - 2T18 - LRBM,2022-04-09,Graduated,True
1315,Adele (Mikey),4A419,Female,LR,B,2019-11-06,Auburn - 3A17 - LRYF,Tito - 2T18 - LRBM,2020-07-22,Released,False
1316,Andrew,3A419,Male,LR,Y,2019-11-06,Auburn - 3A17 - LRYF,Tito - 2T18 - LRBM,2022-10-26,Released,False
1317,Alden,2A419,Male,LR,B,2019-11-06,Auburn - 3A17 - LRYF,Tito - 2T18 - LRBM,2021-11-23,Released,False
1319,Yasha,2Y319,Female,LR,Y,2019-11-06,Harlow - 1H16 - LRYF,Zinc - 8ZZ17 - LRYM,2022-04-23,Graduated,True
1320,Armstrong,9A419,Male,LR,Y,2019-11-06,Auburn - 3A17 - LRYF,Tito - 2T18 - LRBM,2022-05-07,Graduated,True
1321,Austin,8A419,Male,LR,Y,2019-11-06,Auburn - 3A17 - LRYF,Tito - 2T18 - LRBM,2022-07-02,Graduated,True
1322,York (Scout),1Y319,Male,LR,Y,2019-11-06,Harlow - 1H16 - LRYF,Zinc - 8ZZ17 - LRYM,2020-01-02,Released,False
1323,Almond,7A419,Female,LR,Y,2019-11-06,Auburn - 3A17 - LRYF,Tito - 2T18 - LRBM,2020-12-18,Released,False
1324,Astro,6A419,Male,LR,B,2019-11-06,Auburn - 3A17 - LRYF,Tito - 2T18 - LRBM,2022-02-25,Released,False
1325,Maizie,51243,Female,LR,Y,2019-11-05,Bettina - 10B317 - LRYF *NOP*,Oakland - 6O316 - LRYM,2022-06-23,Other School,True
1326,Wally,71243,Male,LR,Y,2019-11-05,Bettina - 10B317 - LRYF *NOP*,Oakland - 6O316 - LRYM,2022-06-23,Other School,True
1327,Harvey,41243,Male,LR,Y,2019-11-05,Bettina - 10B317 - LRYF *NOP*,Oakland - 6O316 - LRYM,2022-06-23,Other School,True
1328,Vali,61243,Female,LR,Y,2019-11-05,Bettina - 10B317 - LRYF *NOP*,Oakland - 6O316 - LRYM,2022-06-23,Other School,True
1329,Bessie,11243,Female,LR,Y,2019-11-05,Bettina - 10B317 - LRYF *NOP*,Oakland - 6O316 - LRYM,2022-06-23,Other School,True
1330,Collins,21243,Male,LR,Y,2019-11-05,Bettina - 10B317 - LRYF *NOP*,Oakland - 6O316 - LRYM,2022-06-23,Other School,True
1331,Eddie,31243,Male,LR,Y,2019-11-05,Bettina - 10B317 - LRYF *NOP*,Oakland - 6O316 - LRYM,2022-06-23,Other School,True
1332,Zeno,10Z319,Male,LR,Y,2019-11-03,Dallas - 6D415 - LRYF,Edgar - 1E315 - LRBM,2021-08-20,Released,False
1333,Zepplin,7Z319,Male,LR,B,2019-11-03,Dallas - 6D415 - LRYF,Edgar - 1E315 - LRBM,2020-12-11,Released,False
1334,Zenith,6Z319,Male,LR,B,2019-11-03,Dallas - 6D415 - LRYF,Edgar - 1E315 - LRBM,2022-01-20,Released,False
1335,Zoom,4Z319,Male,LR,Y,2019-11-03,Dallas - 6D415 - LRYF,Edgar - 1E315 - LRBM,2022-09-02,Released,False
1337,Zazu,3Z319,Male,LR,Y,2019-11-03,Dallas - 6D415 - LRYF,Edgar - 1E315 - LRBM,2021-01-14,Released,False
1338,Zion,2Z319,Male,LR,Y,2019-11-03,Dallas - 6D415 - LRYF,Edgar - 1E315 - LRBM,2022-01-14,Released,False
1340,Wyatt,3W319,Male,LR,B,2019-10-25,Linda - 10L315 - LRBF,Duke - 2DD17 - LRB&TM,2021-03-12,Released,False
1342,Wave,1W319,Female,LR,B,2019-10-25,Linda - 10L315 - LRBF,Duke - 2DD17 - LRB&TM,2022-02-15,Released,False
1343,Waldo,5W319,Male,LR,B,2019-10-25,Linda - 10L315 - LRBF,Duke - 2DD17 - LRB&TM,2022-06-18,Graduated,True
1344,Wiona,4W319,Female,LR,B,2019-10-25,Linda - 10L315 - LRBF,Duke - 2DD17 - LRB&TM,2021-02-09,Released,False
1345,Vaughn,6V319,Male,LR,B,2019-10-10,Jenna - P - 3J317 - LRBF,Charlie - 10CC17 - LRYM,2022-06-04,Graduated,True
1346,Velma,4V319,Female,LR,Y,2019-10-10,Jenna - P - 3J317 - LRBF,Charlie - 10CC17 - LRYM,2019-12-02,Released,False
1347,VanDyke,5V319,Male,LR,Y,2019-10-10,Jenna - P - 3J317 - LRBF,Charlie - 10CC17 - LRYM,2022-10-14,Graduated,True
1348,Venice,3V319,Female,LR,Y,2019-10-10,Jenna - P - 3J317 - LRBF,Charlie - 10CC17 - LRYM,2022-02-01,Released,False
1349,Val,2V319,Female,LR,Y,2019-10-10,Jenna - P - 3J317 - LRBF,Charlie - 10CC17 - LRYM,2022-01-31,Released,False
1350,Velour (Madison),1V319,Female,LR,B,2019-10-10,Jenna - P - 3J317 - LRBF,Charlie - 10CC17 - LRYM,2020-01-02,Released,False
1352,Tansy (5T319),5T319,Female,LR,B,2019-09-27,Ikea - 1I17 - LRBF,Heyden - 4H16 - LRYM,2021-11-20,Other School,True
1353,Tora,4T319,Female,LR,Y,2019-09-27,Ikea - 1I17 - LRBF,Heyden - 4H16 - LRYM,2021-09-02,Graduated,True
1354,Tala (Luna 2017),2T319,Female,LR,B,2019-09-27,Ikea - 1I17 - LRBF,Heyden - 4H16 - LRYM,2021-11-18,Other School,True
1355,Tate,9T319,Male,LR,B,2019-09-27,Ikea - 1I17 - LRBF,Heyden - 4H16 - LRYM,2022-04-23,Graduated,True
1356,Teal,8T319,Female,LR,B,2019-09-27,Ikea - 1I17 - LRBF,Heyden - 4H16 - LRYM,2022-04-23,Graduated,True
1357,Trista,10T319,Female,LR,Y,2019-09-27,Ikea - 1I17 - LRBF,Heyden - 4H16 - LRYM,2021-08-24,Released,False
1358,Tampa,7T319,Female,LR,B,2019-09-27,Ikea - 1I17 - LRBF,Heyden - 4H16 - LRYM,2022-05-21,Graduated,True
1359,Scooter,1S319,Male,LR,Y,2019-09-21,Samantha - S - 4S315 - LRBF,Glenn - 2G416 - LRBM,2022-09-24,Graduated,True
1360,Rogue,4R319,Male,GS,B&T,2019-09-21,Rue - 4R17 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2020-07-01,Released,False
1361,Reed,3R319,Male,GS,SABL,2019-09-21,Rue - 4R17 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2021-08-04,Released,False
1362,Rugby,2R319,Male,GS,SABL,2019-09-21,Rue - 4R17 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2021-08-23,Released,False
1363,Rio,1R319,Male,GS,B&T,2019-09-21,Rue - 4R17 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2022-09-07,Released,False
1364,Steele,7S319,Male,LR,B,2019-09-21,Samantha - S - 4S315 - LRBF,Glenn - 2G416 - LRBM,2022-09-24,Graduated,True
1365,Sutton (Frasier 2018),2S319,Male,LR,B,2019-09-21,Samantha - S - 4S315 - LRBF,Glenn - 2G416 - LRBM,2021-11-18,Other School,True
1366,Sawyer (Spenser),3S319,Male,LR,Y,2019-09-21,Samantha - S - 4S315 - LRBF,Glenn - 2G416 - LRBM,2019-11-15,Released,False
1367,Sarge,4S319,Male,LR,B,2019-09-21,Samantha - S - 4S315 - LRBF,Glenn - 2G416 - LRBM,2020-11-17,Released,False
1368,Spencer,5S319,Male,LR,B,2019-09-21,Samantha - S - 4S315 - LRBF,Glenn - 2G416 - LRBM,2022-06-08,Released,False
1369,Sonnet,6S319,Female,LR,B,2019-09-21,Samantha - S - 4S315 - LRBF,Glenn - 2G416 - LRBM,2020-08-26,Released,False
1370,Panama (Dessie 2014),4P319,Female,LR,B,2019-09-17,Guava - 2G317 - LRYF,Holden - 7H15 - LRBM,2021-11-18,Other School,True
1371,Perkins,7P319,Male,LR,Y,2019-09-17,Guava - 2G317 - LRYF,Holden - 7H15 - LRBM,2020-11-17,Released,False
1372,Praline,8P319,Female,LR,Y,2019-09-17,Guava - 2G317 - LRYF,Holden - 7H15 - LRBM,2022-03-26,Graduated,True
1376,Pablo,3P319,Male,LR,Y,2019-09-17,Guava - 2G317 - LRYF,Holden - 7H15 - LRBM,2022-03-12,Graduated,True
1377,Onslo,3O319,Male,LR,B,2019-09-14,Nell - 7N416 - LRBF,Zinc - 8ZZ17 - LRYM,2019-11-06,Released,False
1378,O'Neil (Vegas 2013),7O319,Male,LR,B,2019-09-14,Nell - 7N416 - LRBF,Zinc - 8ZZ17 - LRYM,2021-11-18,Other School,True
1379,Orion,6O319,Male,LR,B,2019-09-14,Nell - 7N416 - LRBF,Zinc - 8ZZ17 - LRYM,2019-11-06,Released,False
1380,Odie,4O319,Male,LR,B,2019-09-14,Nell - 7N416 - LRBF,Zinc - 8ZZ17 - LRYM,2021-12-04,Graduated,True
1381,Orville,2O319,Male,LR,B,2019-09-14,Nell - 7N416 - LRBF,Zinc - 8ZZ17 - LRYM,2022-01-29,Graduated,True
1383,Olivia,1O319,Female,LR,B,2019-09-14,Nell - 7N416 - LRBF,Zinc - 8ZZ17 - LRYM,2021-02-16,Released,False
1384,Nettles,3N319,Female,LR,Y,2019-09-09,Joplin - 4J16 - LRYF,Zinc - 8ZZ17 - LRYM,2022-02-09,Released,False
1385,Nash,1N319,Male,LR,Y,2019-09-09,Joplin - 4J16 - LRYF,Zinc - 8ZZ17 - LRYM,2022-02-12,Graduated,True
1387,Libby,3L319,Female,LR,B,2019-08-26,Oats - 7OO17 - LRBF,Garcia - 4G16 - LRYM,2021-12-16,Graduated,True
1388,Lila,4L319,Female,LR,Y,2019-08-26,Oats - 7OO17 - LRBF,Garcia - 4G16 - LRYM,2020-04-09,Released,False
1389,Luke (Buzz),1L319,Male,LR,B,2019-08-26,Oats - 7OO17 - LRBF,Garcia - 4G16 - LRYM,2019-10-28,Released,False
1390,Maisey,8M319,Female,LR,Y,2019-08-26,Camille - 5C417 - LRBF,Higgins - 4H17 - LRBM,2021-11-23,Released,False
1391,Malcolm,2M319,Male,LR,B,2019-08-26,Camille - 5C417 - LRBF,Higgins - 4H17 - LRBM,2020-09-10,Released,False
1392,Lola,2L319,Female,LR,Y,2019-08-26,Oats - 7OO17 - LRBF,Garcia - 4G16 - LRYM,2021-11-01,Released,False
1393,Magic,3M319,Female,LR,Y,2019-08-26,Camille - 5C417 - LRBF,Higgins - 4H17 - LRBM,2021-07-08,Released,False
1394,Madison,4M319,Female,LR,Y,2019-08-26,Camille - 5C417 - LRBF,Higgins - 4H17 - LRBM,2022-02-23,Graduated,True
1395,Mack,5M319,Male,LR,B,2019-08-26,Camille - 5C417 - LRBF,Higgins - 4H17 - LRBM,2022-04-29,Released,False
1396,Manny,1M319,Male,LR,B,2019-08-26,Camille - 5C417 - LRBF,Higgins - 4H17 - LRBM,2021-11-02,Released,False
1397,Malinda,7M319,Female,LR,B,2019-08-26,Camille - 5C417 - LRBF,Higgins - 4H17 - LRBM,2021-08-19,Released,False
1398,Mystic,6M319,Female,LR,Y,2019-08-26,Camille - 5C417 - LRBF,Higgins - 4H17 - LRBM,2022-07-08,Released,False
1399,Kiska,10K319,Female,GS,SABL,2019-08-25,Indra - 2I417 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2019-10-25,Other School,True
1400,Kazzy,9K319,Female,GS,B&T,2019-08-25,Indra - 2I417 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2021-11-02,Graduated,True
1401,Kye,8K319,Female,GS,B&T,2019-08-25,Indra - 2I417 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2021-10-26,Released,False
1402,Kessler,6K319,Male,GS,B&T,2019-08-25,Indra - 2I417 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2019-10-17,Released,False
1403,Kincaid,4K319,Male,GS,SABL,2019-08-25,Indra - 2I417 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2019-10-21,Released,False
1405,King,2K319,Male,GS,B&T,2019-08-25,Indra - 2I417 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2021-07-01,Released,False
1406,Kia,1K319,Female,GS,SABL,2019-08-25,Indra - 2I417 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2021-11-01,Graduated,True
1407,Kane,7K319,Male,GS,B&T,2019-08-25,Indra - 2I417 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2021-10-01,Released,False
1408,Karma (Briar),5K319,Female,GS,B&T,2019-08-25,Indra - 2I417 - GSB&TF,Farley TSE - FARLEY - GSSABLM *NOP*,2019-10-21,Released,False
1409,Jackson,2J319,Male,LR,B,2019-08-13,Frannie - 2FF17 - LRBF,Higgins - 4H17 - LRBM,2022-02-28,Released,False
1410,Jagger,3J319,Male,LR,Y,2019-08-13,Frannie - 2FF17 - LRBF,Higgins - 4H17 - LRBM,2019-10-09,Released,False
1411,Judo,4J319,Male,LR,B,2019-08-13,Frannie - 2FF17 - LRBF,Higgins - 4H17 - LRBM,2022-08-18,Released,False
1412,Jetta,6J319,Female,LR,B,2019-08-13,Frannie - 2FF17 - LRBF,Higgins - 4H17 - LRBM,2022-05-06,Graduated,True
1413,Hudson,1H319,Male,LR,Y,2019-08-07,Vanya - 6VV16 - LRYF,Chet - 7C417 - LRBM,2022-05-31,Released,False
1414,Huxley,2H319,Male,LR,Y,2019-08-07,Vanya - 6VV16 - LRYF,Chet - 7C417 - LRBM,2020-08-26,Released,False
1415,Hanny,3H319,Female,LR,Y,2019-08-07,Vanya - 6VV16 - LRYF,Chet - 7C417 - LRBM,2022-01-18,Released,False
1416,Harbor,4H319,Female,LR,Y,2019-08-07,Vanya - 6VV16 - LRYF,Chet - 7C417 - LRBM,2019-09-27,Released,False
1417,Hamlet,5H319,Male,LR,Y,2019-08-07,Vanya - 6VV16 - LRYF,Chet - 7C417 - LRBM,2020-05-11,Released,False
1419,Hickory,7H319,Female,LR,B,2019-08-07,Vanya - 6VV16 - LRYF,Chet - 7C417 - LRBM,2019-10-04,Released,False
1421,Gamma (Rosie),5G319,Female,LR,Y,2019-08-02,Capri - 2C17 - LRBF,Higgins - 4H17 - LRBM,2019-10-04,Released,False
1422,Glimmer,6G319,Female,LR,Y,2019-08-02,Capri - 2C17 - LRBF,Higgins - 4H17 - LRBM,2019-10-04,Released,False
1423,Gretel (Grace),7G319,Female,LR,B,2019-08-02,Capri - 2C17 - LRBF,Higgins - 4H17 - LRBM,2020-03-02,Released,False
1424,Gunther,1G319,Male,LR,B,2019-08-02,Capri - 2C17 - LRBF,Higgins - 4H17 - LRBM,2022-03-14,Released,False
1425,Garner,2G319,Male,LR,B,2019-08-02,Capri - 2C17 - LRBF,Higgins - 4H17 - LRBM,2022-03-07,Released,False
1426,Greta (Gigi),3G319,Female,LR,B,2019-08-02,Capri - 2C17 - LRBF,Higgins - 4H17 - LRBM,2020-07-21,Released,False
1427,Flower,1F319,Female,LR,Y,2019-07-28,Tiara - 6TT15 - LRBF,Ryan - 9RR17 - LRYM,2019-09-18,Released,False
1428,Filo,2F319,Male,LR,Y,2019-07-28,Tiara - 6TT15 - LRBF,Ryan - 9RR17 - LRYM,2022-08-25,Graduated,True
1429,Farina,3F319,Female,LR,Y,2019-07-28,Tiara - 6TT15 - LRBF,Ryan - 9RR17 - LRYM,2022-01-13,Released,False
1430,Fitz,4F319,Male,LR,B,2019-07-28,Tiara - 6TT15 - LRBF,Ryan - 9RR17 - LRYM,2021-08-10,Released,False
1431,Figi,5F319,Female,LR,B,2019-07-28,Tiara - 6TT15 - LRBF,Ryan - 9RR17 - LRYM,2020-12-08,Released,False
1432,Felice (Sadie),6F319,Female,LR,Y,2019-07-28,Tiara - 6TT15 - LRBF,Ryan - 9RR17 - LRYM,2019-09-23,Released,False
1433,Elvin,8E319,Male,LR,B,2019-07-21,Mildred - 1M315 - LRBF,Haskell - 6H417 - LRBM,2022-06-04,Graduated,True
1434,Edward (Sully 2010),1E319,Male,LR,B,2019-07-21,Mildred - 1M315 - LRBF,Haskell - 6H417 - LRBM,2021-11-18,Other School,True
1435,Ebo (Obi),4E319,Male,LR,B,2019-07-21,Mildred - 1M315 - LRBF,Haskell - 6H417 - LRBM,2020-10-28,Released,False
1437,Davis,9E319,Male,LR,Y,2019-07-21,Mildred - 1M315 - LRBF,Haskell - 6H417 - LRBM,2021-12-18,Graduated,True
