Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire ,Current Status Date,Status,Region,Graduation Date,Graduate Team Location
Kelley,7KK21,Female,LR,B,7/27/2021,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,9/21/2021,Released,,,
Kate,9KK21,Female,LR,B,7/27/2021,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2/10/2022,Released,Eastern CT Puppy Raising Region,,
Jonah,1JJ21,Male,LR,Y,7/14/2021,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,3/21/2022,Released,Maine Puppy Raising Region,,
Jett (Guinness),2JJ21,Male,LR,B,7/14/2021,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,9/8/2021,Released,,,
Jewels,3JJ21,Female,LR,B,7/14/2021,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,9/12/2021,Puppy Raising,NoVA- North Puppy Raising Region,,
Jordana (Maya),6JJ21,Female,LR,Y,7/14/2021,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,9/8/2021,Released,,,
Jethro,4JJ21,Male,LR,B,7/14/2021,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,9/22/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Jiffy,5JJ21,Female,LR,Y,7/14/2021,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,9/26/2021,Puppy Raising,Baltimore Puppy Raising Region,,
Josie,7JJ21,Female,LR,Y,7/14/2021,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,9/8/2021,Released,,,
Ingrid,6II21,Female,LR,Y,7/12/2021,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,9/11/2021,Puppy Raising,Westchester County Puppy Raising Region,,
Ike,1II21,Male,LR,Y,7/12/2021,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,9/26/2021,Puppy Raising,NoVA- North Puppy Raising Region,,
Izzie (Nani),2II21,Female,LR,Y,7/12/2021,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,9/7/2021,Released,,,
Ian,3II21,Male,LR,Y,7/12/2021,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,9/15/2021,Puppy Raising,Cleveland East Puppy Raising Region,,
India,4II21,Female,LR,Y,7/12/2021,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,9/25/2021,Puppy Raising,Wayne County Puppy Raising Region,,
Hawaii,3HH21,Female,LR,Y,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/9/2021,Puppy Raising,New Hampshire Puppy Raising Region,,
Hazy,4HH21,Female,LR,B,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/9/2021,Puppy Raising,Colorado Puppy Raising Region,,
Herman,5HH21,Male,LR,B,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/3/2021,Released,,,
Halsey,7HH21,Female,LR,B,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/12/2021,Puppy Raising,NoVA- North Puppy Raising Region,,
Harry,8HH21,Male,LR,B,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/9/2021,Puppy Raising,Colorado Puppy Raising Region,,
Hildy,9HH21,Female,LR,B,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/9/2021,Puppy Raising,New Hampshire Puppy Raising Region,,
Hugh (Gibby),1HH21,Male,LR,Y,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/2/2021,Released,,,
Hal,10HH21,Male,LR,Y,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/15/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Hayley,2HH21,Female,LR,Y,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/12/2021,Puppy Raising,Leatherstocking NY Puppy Raising Region,,
Howard,6HH21,Male,LR,B,7/9/2021,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,9/25/2021,Puppy Raising,Leatherstocking NY Puppy Raising Region,,
Gusto,1GG21,Male,LR,Y,7/5/2021,Quay - 4QQ19 - LRBF,Everett - 1E419 - LRYM,9/8/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Gadget,2GG21,Male,LR,Y,7/5/2021,Quay - 4QQ19 - LRBF,Everett - 1E419 - LRYM,9/15/2021,Puppy Raising,Cleveland East Puppy Raising Region,,
Georgie,3GG21,Female,LR,Y,7/5/2021,Quay - 4QQ19 - LRBF,Everett - 1E419 - LRYM,10/5/2022,Released,North Carolina Puppy Raising Region,,
Ferris,1FF21,Male,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,9/10/2021,Puppy Raising,Dutchess NY Puppy Raising Region,,
Flyer,9FF21,Male,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,8/28/2021,Puppy Raising,Dutchess NY Puppy Raising Region,,
Fred,8FF21,Male,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,8/18/2021,Released,,,
Felice,11FF21,Female,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,10/6/2021,Puppy Raising,Adirondack Puppy Raising Region,,
Fancy (Willow),5FF21,Female,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,8/26/2021,Released,,,
Ford,6FF21,Male,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,9/9/2021,Puppy Raising,SWCT Puppy Raising Region,,
Fiesta (Rosina),7FF21,Female,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,8/27/2021,Released,,,
Flint,2FF21,Male,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,9/7/2021,Puppy Raising,NoVA- North Puppy Raising Region,,
Fern,3FF21,Female,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,9/4/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Frodo,4FF21,Male,LR,B,7/2/2021,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,9/15/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Ed (Eddie),1EE21,Male,LR,B,6/29/2021,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,1/13/2022,Released,Columbus Puppy Raising Region,,
Enzo,2EE21,Male,LR,B,6/29/2021,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,6/24/2022,Released,Eastern CT Puppy Raising Region,,
Elliott,3EE21,Male,LR,B,6/29/2021,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,8/28/2021,Puppy Raising,Capital NY Puppy Raising Region,,
Ephram,4EE21,Male,LR,B,6/29/2021,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,9/25/2021,Puppy Raising,Northern NJ Puppy Raising Region,,
Elias,5EE21,Male,LR,B,6/29/2021,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,8/23/2021,Released,,,
Echo,6EE21,Female,LR,B,6/29/2021,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,8/24/2021,Released,,,
Elmer,7EE21,Male,LR,B,6/29/2021,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,10/20/2021,Puppy Raising,Eastern MA Puppy Raising Region,,
Elroy,8EE21,Male,LR,B,6/29/2021,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,8/26/2021,Puppy Raising,Dutchess NY Puppy Raising Region,,
Danielle,7DD21,Female,LR,B,6/24/2021,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,8/21/2021,Puppy Raising,Maine Puppy Raising Region,,
Chloe (Rosy),1CC21,Female,LR,B,6/24/2021,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,8/18/2021,Released,,,
Chi,7CC21,Female,LR,B,6/24/2021,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,8/19/2021,Puppy Raising,Wayne County Puppy Raising Region,,
Casey,3CC21,Male,LR,B,6/24/2021,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,8/19/2021,Puppy Raising,Wayne County Puppy Raising Region,,
Cypress (Sophie),2CC21,Female,LR,B,6/24/2021,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,8/18/2021,Released,,,
Cuba,4CC21,Female,LR,B,6/24/2021,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,8/19/2021,Puppy Raising,Wayne County Puppy Raising Region,,
Colette,5CC21,Female,LR,B,6/24/2021,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,8/27/2021,Puppy Raising,Eastern MA Puppy Raising Region,,
Cobey,6CC21,Male,LR,B,6/24/2021,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,8/24/2021,Puppy Raising,SWCT Puppy Raising Region,,
Dante,2DD21,Male,LR,B,6/24/2021,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,8/20/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Diesel,6DD21,Male,LR,B,6/24/2021,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,10/5/2022,In Training,Richmond Puppy Raising Region,,
Dancer,1DD21,Female,LR,B,6/24/2021,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,10/6/2022,Released,Cleveland West Puppy Raising Region,,
Dexter,3DD21,Male,LR,B,6/24/2021,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,8/20/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Dottie (Sadie),4DD21,Female,LR,B,6/24/2021,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,8/19/2021,Released,,,
Betty Ann,2BB21,Female,LR,B,6/18/2021,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,8/20/2021,Puppy Raising,Richmond Puppy Raising Region,,
Broadway,1BB21,Female,LR,B,6/18/2021,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,8/26/2021,Released,,,
Belinda,3BB21,Female,LR,B,6/18/2021,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,8/13/2021,Released,,,
Bunnie,4BB21,Female,LR,B,6/18/2021,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,8/14/2021,Puppy Raising,Central CT Puppy Raising Region,,
Arden,1AA21,Female,LR,Y,6/17/2021,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,8/12/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Augie,2AA21,Male,LR,Y,6/17/2021,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,8/20/2021,Puppy Raising,Baltimore Puppy Raising Region,,
Annalise,8AA21,Female,LR,Y,6/17/2021,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,8/20/2021,Puppy Raising,Richmond Puppy Raising Region,,
Aqua,3AA21,Female,LR,Y,6/17/2021,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,8/20/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Amaya,4AA21,Female,LR,Y,6/17/2021,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,8/12/2021,Puppy Raising,Cattaraugus Puppy Raising Region,,
Angelica,5AA21,Female,LR,Y,6/17/2021,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,8/20/2021,Puppy Raising,Richmond Puppy Raising Region,,
Alyssa,6AA21,Female,LR,Y,6/17/2021,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,8/14/2021,Puppy Raising,Central CT Puppy Raising Region,,
Alec,7AA21,Male,LR,Y,6/17/2021,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,8/14/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Adele,9AA21,Female,LR,Y,6/17/2021,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,8/12/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Yale,2Y21,Male,LR,B,6/15/2021,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,8/26/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Yaeger,4Y21,Male,LR,Y,6/15/2021,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,8/10/2021,Released,,,
Yvonne (Zia),6Y21,Female,LR,B,6/15/2021,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,8/9/2021,Released,,,
Yukon,1Y21,Male,LR,Y,6/15/2021,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,8/11/2021,Puppy Raising,Dutchess NY Puppy Raising Region,,
Yoga,3Y21,Female,LR,Y,6/15/2021,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,8/11/2021,Puppy Raising,Eastern MA Puppy Raising Region,,
Windy,3W21,Female,LR,B,6/10/2021,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,8/12/2021,Puppy Raising,Erie NY Puppy Raising Region,,
Waffle,4W21,Female,LR,B,6/10/2021,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,8/4/2021,Released,,,
Winsome,5W21,Female,LR,B,6/10/2021,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,8/8/2021,Puppy Raising,Columbus Puppy Raising Region,,
Webster,1W21,Male,LR,B,6/10/2021,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,8/7/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Wella,6W21,Female,LR,B,6/10/2021,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,8/8/2021,Puppy Raising,Cleveland East Puppy Raising Region,,
Whimsey,7W21,Female,LR,B,6/10/2021,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,8/12/2021,Puppy Raising,Eastern MA Puppy Raising Region,,
Wilbur,2W21,Male,LR,B,6/10/2021,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,8/6/2021,Other School,,,
Wrangler,8W21,Male,LR,B,6/10/2021,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,8/8/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Winslet,9W21,Female,LR,B,6/10/2021,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,8/4/2021,Released,,,
Viviann,1V21,Female,LR,Y,6/9/2021,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,9/29/2022,In Training,Richmond Puppy Raising Region,,
Valdez (Tux),5V21,Male,LR,B,6/9/2021,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,8/3/2021,Released,,,
Valentine,6V21,Female,LR,Y,6/9/2021,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,9/20/2022,Breed Eval,Richmond Puppy Raising Region,,
Virgil,7V21,Male,LR,Y,6/9/2021,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,8/8/2021,Puppy Raising,Richmond Puppy Raising Region,,
Vader (Leo),3V21,Male,LR,B,6/9/2021,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,8/3/2021,Released,,,
Vancouver,4V21,Male,LR,Y,6/9/2021,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,9/20/2022,Breed Eval,Richmond Puppy Raising Region,,
Van,2V21,Male,LR,Y,6/9/2021,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,8/8/2021,Puppy Raising,Richmond Puppy Raising Region,,
Unicorn,1U21,Female,LR,B,6/1/2021,Cora - 4C19 - LRBF,Jensen - 7J409 - LRYM,9/20/2022,Breed Eval,Bay Puppy Raising Region,,
Ulani (Bailey),2U21,Female,LR,B,6/1/2021,Cora - 4C19 - LRBF,Jensen - 7J409 - LRYM,7/26/2021,Released,,,
Umberto,3U21,Male,LR,B,6/1/2021,Cora - 4C19 - LRBF,Jensen - 7J409 - LRYM,7/29/2021,Puppy Raising,Rhode Island Puppy Raising Region,,
Tex,1T21,Male,LR,B,5/30/2021,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,8/8/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Truffle,3T21,Female,LR,B,5/30/2021,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,8/2/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Tyra,2T21,Female,LR,B,5/30/2021,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,7/28/2021,Puppy Raising,Delmarva Puppy Raising Region,,
Theo,4T21,Male,LR,B,5/30/2021,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,7/28/2021,Puppy Raising,Bay Puppy Raising Region,,
Timmy,5T21,Male,LR,B,5/30/2021,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,7/30/2021,Puppy Raising,SWCT Puppy Raising Region,,
Sugar,1S21,Female,LR,Y,5/26/2021,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,7/23/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Sawyer (Scottsdale),7S21,Male,LR,Y,5/26/2021,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,7/27/2021,Released,,,
Sammi,2S21,Female,LR,Y,5/26/2021,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,7/23/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Sunny,5S21,Female,LR,Y,5/26/2021,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,5/20/2022,Released,Eastern MA Puppy Raising Region,,
Siggy,3S21,Male,LR,Y,5/26/2021,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,7/23/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Simba,4S21,Male,LR,Y,5/26/2021,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,7/20/2021,Released,,,
Splash,6S21,Male,LR,Y,5/26/2021,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,7/20/2021,Released,,,
Scout,8S21,Male,LR,Y,5/26/2021,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2/3/2022,Released,Northern NJ Puppy Raising Region,,
Reagan,8R21,Female,LR,Y,5/21/2021,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,7/16/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Racer (Rafa),9R21,Male,LR,Y,5/21/2021,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,7/15/2021,Released,,,
Rodeo,7R21,Male,LR,Y,5/21/2021,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,7/20/2021,Puppy Raising,Adirondack Puppy Raising Region,,
Rusty,2R21,Female,LR,B,5/21/2021,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,7/16/2021,Puppy Raising,Northern CT Puppy Raising Region,,
Rodrigo,3R21,Male,LR,B,5/21/2021,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,7/16/2021,Puppy Raising,Central CT Puppy Raising Region,,
Reina,4R21,Female,LR,B,5/21/2021,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,7/16/2021,Puppy Raising,Rhode Island Puppy Raising Region,,
Rockford,5R21,Male,LR,B,5/21/2021,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,9/20/2022,Breed Eval,Central NY Puppy Raising Region,,
Rossi,1R21,Male,LR,B,5/21/2021,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,9/20/2022,Breed Eval,Wayne County Puppy Raising Region,,
Roman,6R21,Male,LR,B,5/21/2021,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,7/16/2021,Puppy Raising,Southern CT Puppy Raising region,,
Quinn,1Q21,Male,LR,B,5/20/2021,Aloe - 5A17 - LRYF,Elrod - 6E319 - LRBM,8/16/2022,In Training,Adirondack Puppy Raising Region,,
Poppy,6P21,Female,LR,B,5/14/2021,Flora - 8FF19 - LRBF,Dasher - 6D418 - LRBM,7/10/2021,Puppy Raising,Columbus Puppy Raising Region,,
Posy,7P21,Female,LR,B,5/14/2021,Flora - 8FF19 - LRBF,Dasher - 6D418 - LRBM,7/10/2021,Puppy Raising,SWCT Puppy Raising Region,,
Peony,3P21,Female,LR,B,5/14/2021,Flora - 8FF19 - LRBF,Dasher - 6D418 - LRBM,7/9/2021,Puppy Raising,Richmond Puppy Raising Region,,
Prince,5P21,Male,LR,B,5/14/2021,Flora - 8FF19 - LRBF,Dasher - 6D418 - LRBM,7/10/2021,Puppy Raising,New Hampshire Puppy Raising Region,,
Oahu (Riesling Reese),1O21,Female,LR,Y,5/12/2021,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,7/6/2021,Released,,,
Orla,2O21,Female,LR,Y,5/12/2021,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,10/5/2022,In Training,Cleveland West Puppy Raising Region,,
Oliver,5O21,Male,LR,Y,5/12/2021,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,10/5/2022,In Training,Central CT Puppy Raising Region,,
O'Neil,3O21,Male,LR,Y,5/12/2021,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,10/5/2022,In Training,SWCT Puppy Raising Region,,
Otis,4O21,Male,LR,B,5/12/2021,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,7/10/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Nickel,1N21,Male,LR,B,5/9/2021,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,10/5/2022,In Training,Eastern CT Puppy Raising Region,,
North,2N21,Male,LR,Y,5/9/2021,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,7/10/2021,Puppy Raising,Columbus Puppy Raising Region,,
Nancy,3N21,Female,LR,B,5/9/2021,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,9/19/2022,Released,Cleveland East Puppy Raising Region,,
Nicole,4N21,Female,LR,B,5/9/2021,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,7/3/2021,Puppy Raising,Eastern CT Puppy Raising Region,,
Nellie,5N21,Female,LR,B,5/9/2021,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,10/5/2022,In Training,Richmond Puppy Raising Region,,
Margaret,1M21,Female,LR,B,5/6/2021,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,6/30/2021,Released,,,
Mary,2M21,Female,LR,B,5/6/2021,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,10/5/2022,In Training,Catoctin Puppy Raising Region,,
Major,3M21,Male,LR,B,5/6/2021,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,9/28/2022,Released,Richmond Puppy Raising Region,,
Mabel,4M21,Female,LR,B,5/6/2021,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,10/5/2022,In Training,Richmond Puppy Raising Region,,
Meg,5M21,Female,LR,B,5/6/2021,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,10/5/2022,In Training,Montgomery Puppy Raising Region,,
Mimi (Ruby),6M21,Female,LR,B,5/6/2021,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,6/30/2021,Released,,,
Samson FGDF,4N01270,Male,GS,B&T,4/27/2021,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,9/4/2022,Other School,,,
Scooby (Spencer) FGDF,5N01270,Male,GS,B&T,4/27/2021,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,9/6/2022,Other School,,,
Sibley FGDF,8N01270,Female,GS,B&T,4/27/2021,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,9/7/2022,Other School,,,
Shadow FGDF,7N01270,Female,GS,B&T,4/27/2021,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,8/17/2022,Other School,,,
Scout FGDF,6N01270,Male,GS,B&T,4/27/2021,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,9/6/2022,Other School,,,
Stella FGDF,9N01270,Female,GS,B&T,4/27/2021,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,9/12/2022,Other School,,,
Sadie FGDF,3N01270,Female,GS,B&T,4/27/2021,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,8/31/2022,Other School,,,
Saber FGDF,2N01270,Male,GS,B&T,4/27/2021,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,5/31/2022,Other School,,,
Cocoa NEADS,9N01261,Male,LR,B,4/21/2021,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,4/21/2021,Other School,,,
Fava NEADS,3N01261,Female,LR,B,4/21/2021,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,4/21/2021,Other School,,,
Lima NEADS,5N01261,Female,LR,B,4/21/2021,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,4/21/2021,Other School,,,
Garbanzo NEADS,4N01261,Male,LR,B,4/21/2021,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,4/21/2021,Other School,,,
Pea NEADS,6N01261,Female,LR,B,4/21/2021,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,4/21/2021,Other School,,,
Sprout NEADS,8N01261,Male,LR,B,4/21/2021,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,4/21/2021,Other School,,,
Lucy,1L21,Female,LR,Y,4/15/2021,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,9/20/2022,Breed Eval,Montgomery Puppy Raising Region,,
Loki,2L21,Male,LR,Y,4/15/2021,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,9/20/2022,Breed Eval,Montgomery Puppy Raising Region,,
Louie,3L21,Male,LR,Y,4/15/2021,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,10/7/2022,In Training,Eastern MA Puppy Raising Region,,
Laredo,5L21,Male,LR,Y,4/15/2021,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,9/20/2022,In Training,NoVA- South Puppy Raising Region,,
Lindsey,4L21,Female,LR,Y,4/15/2021,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,9/20/2022,In Training,Northern CT Puppy Raising Region,,
Lorraine,6L21,Female,LR,Y,4/15/2021,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,9/28/2022,Released,Richmond Puppy Raising Region,,
Laramie,7L21,Male,LR,Y,4/15/2021,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,6/14/2021,Released,,,
Kaya,1K21,Female,LR,B,4/14/2021,Oriole - 9O316 - LRYF,Arby - 5A319 - LRBM,9/20/2022,In Training,Northern NJ Puppy Raising Region,,
Kevin,2K21,Male,LR,Y,4/14/2021,Oriole - 9O316 - LRYF,Arby - 5A319 - LRBM,10/5/2022,Breed Eval,Columbus Puppy Raising Region,,
Joey,6J21,Male,LR,B,4/14/2021,Gianna - 1G19 - LRBF,Elrod - 6E319 - LRBM,9/20/2022,In Training,NoVA- South Puppy Raising Region,,
Kenneth,3K21,Male,LR,B,4/14/2021,Oriole - 9O316 - LRYF,Arby - 5A319 - LRBM,6/16/2021,Puppy Raising,Montgomery Puppy Raising Region,,
